"parameter_id","parameter_title","parameter_type","meaning_category","calculation_phase","unit","tef_priority_tag","all_tags","tef_global_default","global_default_available","global_default_scaling","global_default_valid_from","global_default_year","global_default_reference","global_default_reference_domain","global_default_comment","country_specific_value_count","countries_with_values","default_use_assessment","preferred_source_level","data_sourcing_effort","assessment_rationale","classification_status","direct_activity_model_count","direct_activity_model_ids","transition_model_count","transition_model_codes","transition_model_ids","sectors","m1_in_scope_tef_parameter","m1_in_scope_shift_count","m1_in_scope_shift_codes","m1_data_work_assessment","tef_source_file","tef_repository","tef_source_snapshot","analysis_date","tef_licence"
"stock_exported_waste_open_burning","Stock waste exported for open burning","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","tonne","PRIO_LOW","operations; PRIO_LOW","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","waste_exported_for_open_burning","0","","","waste","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_exported_waste_open_burning.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_exported_wastewater_for_treatment","Stock waste exported for treatment","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","m3","PRIO_LOW","operations; PRIO_LOW","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","wastwater_exported_for_treatment","0","","","waste","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_exported_wastewater_for_treatment.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_freight_coal_rail","Stock of freight coal rail operations","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","tonne_km","PRIO_HIGH","operations; PRIO_HIGH","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","coal_freight_rail","0","","","transport","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_freight_coal_rail.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_freight_heavy_trucks_lng","Stock of heavy truck operation (LNG)","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","tonne_km","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","lng_heavy_trucks","0","","","transport","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_freight_heavy_trucks_lng.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_freight_hydrogen_rail","Stock of freight hydrogen rail operations","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","tonne_km","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","hydrogen_rail_freight","1","T-1B2-TE-3","shift_to_hydrogen_freight_rail","transport","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_freight_hydrogen_rail.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_freight_light_trucks_lng","Stock of light truck operation (LNG)","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","vehicle_km","PRIO_LOW","operations; PRIO_LOW","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","lng_light_trucks","0","","","transport","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_freight_light_trucks_lng.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_fuel_oil_use_unspecified_sources","Stock oil use non-specified sources","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","PRIO_GLOBAL","operations; PRIO_GLOBAL","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","fuel_oil_use_non_specified_sources","0","","","energy","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_fuel_oil_use_unspecified_sources.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_gas_distributed","Stock gas distributed","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","PRIO_LOW","operations; PRIO_LOW","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","fugitive_emissions_gas_distribution","0","","","energy","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_gas_distributed.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_gas_flared_oil_and_gas_production_wtt","Stock gas flared in oil and gas production","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","tonne","PRIO_LOW","operations; PRIO_LOW","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","flaring_gas_and_oil_production_wtt","0","","","energy","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_gas_flared_oil_and_gas_production_wtt.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_gas_use_unspecified_sources","Stock gas use non-specified sources","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","PRIO_GLOBAL","operations; PRIO_GLOBAL","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","gas_use_non_specified_sources","0","","","energy","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_gas_use_unspecified_sources.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_gas_vented_wtt","Stock gas vented in oil and gas production","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","tonne","PRIO_LOW","operations; PRIO_LOW","0","true","PER_CAPITA","2000-01-01","2000","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","venting_gas_and_oil_production_wtt","0","","","energy","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_gas_vented_wtt.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_green_waste_composting","Stock of composted green waste","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","tonne","PRIO_MEDIUM","operations; PRIO_MEDIUM","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","composting_of_green_waste","0","","","waste","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_green_waste_composting.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_heating_commercial_biogas","Stock biogas (non-residential, commercial)","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","m2","PRIO_LOW","operations; PRIO_LOW","0","true","PER_CAPITA","2019-01-01","2019","https://climateview.slab.com/public/agxgteq0","climateview.slab.com","Per capita based on UK national statistics","6","CA; CH; DE; GB; SE; US","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","0","","0","","","","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_heating_commercial_biogas.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_heating_new_commercial","Stock heating of newly constructed commercial buildings","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","m2","PRIO_LOW","operations; PRIO_LOW","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","heating_of_new_commercial_buildings","1","T-4B1A-TE-9","energy_efficient_new_commercial_buildings","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_heating_new_commercial.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_heating_new_industrial","Stock heating of newly constructed industrial buildings","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","m2","PRIO_LOW","operations; PRIO_LOW","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","heating_of_new_industrial_buildings","1","T-4B1A-TE-9","energy_efficient_new_commercial_buildings","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_heating_new_industrial.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_heating_new_public","Stock heating of newly constructed public buildings","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","m2","PRIO_LOW","operations; PRIO_LOW","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","heating_of_new_public_buildings","1","T-4B1A-TE-9","energy_efficient_new_commercial_buildings","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_heating_new_public.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_heating_new_residential_multi_family","Stock heating of newly constructed residential blocks","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","m2","PRIO_LOW","operations; PRIO_LOW","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","heating_of_new_residential_multi_family_buildings","1","T-4A1-TE-1","energy_efficient_new_housing","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_heating_new_residential_multi_family.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_heating_new_residential_single_family","Stock heating of newly constructed domestic houses","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","m2","PRIO_LOW","operations; PRIO_LOW","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","heating_of_new_residential_single_family_buildings","1","T-4A1-TE-1","energy_efficient_new_housing","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_heating_new_residential_single_family.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_biogas_use","Stock industrial other biogas use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","PRIO_MEDIUM","operations; PRIO_MEDIUM","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","3","ES; FR; GB","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_biogas_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_biogas_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_biomass_use","Stock industrial other biomass use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","PRIO_MEDIUM","operations; PRIO_MEDIUM","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","3","ES; FR; GB","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_biomass_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_biomass_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_blast_furnace_gas_use","Stock industrial other blast furnace gas use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_blast_furnace_gas_use","0","","","industry","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_blast_furnace_gas_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_butane_use","Stock industrial other butane use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_butane_use","0","","","industry","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_butane_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_coal_use","Stock industrial other coal use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_coal_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_coal_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_diesel_use","Stock industrial other diesel use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","PRIO_MEDIUM","operations; PRIO_MEDIUM","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","3","ES; FR; GB","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_diesel_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_diesel_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_distillate_fuel_oil_no_2_use","Stock industrial other distillate fuel oil no 2 use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_distillate_fuel_oil_no_2_use","0","","","industry","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_distillate_fuel_oil_no_2_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_distillate_fuel_oil_no_5_use","Stock industrial other distillate fuel oil no 5 use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_distillate_fuel_oil_no_5_use","0","","","industry","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_distillate_fuel_oil_no_5_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_distillate_fuel_oil_no_6_use","Stock industrial other distillate fuel oil no 6 use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_distillate_fuel_oil_no_6_use","0","","","industry","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_distillate_fuel_oil_no_6_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_district_cooling_use","Stock industrial other district cold use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_district_cooling_use","0","","","industry","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_district_cooling_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_district_heat_use","Stock industrial other district heat use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_district_heat_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_district_heat_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_gas_oil_use","Stock industrial other gas oil use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_gas_oil_use","0","","","industry","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_gas_oil_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_gas_use","Stock industrial other gas use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","PRIO_MEDIUM","operations; PRIO_MEDIUM","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","3","ES; FR; GB","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_gas_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_gas_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_kerosene_use","Stock industrial other kerosene use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_kerosene_use","0","","","industry","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_kerosene_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_landfill_gas_use","Stock industrial landfill gas use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_landfill_gas_use","0","","","industry","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_landfill_gas_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_lpg_use","Stock industrial other liquefied petroleum gas (LPG) use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_lpg_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_lpg_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_oil_use","Stock industrial other oil use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","PRIO_MEDIUM","operations; PRIO_MEDIUM","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","3","ES; FR; GB","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_oil_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_oil_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_petrol_use","Stock industrial other petrol use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_petrol_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_petrol_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_industrial_unregulated_propane_use","Stock industrial other propane use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","industrial_unregulated_propane_use","0","","","industry","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_industrial_unregulated_propane_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_electric_freshwater_pumps","Stock electric fresh water pumps","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","m3","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_electric_freshwater_pumps","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_electric_freshwater_pumps.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_electric_lighting","Annual institutional lighting hours","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","h","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_electric_lighting","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_electric_lighting.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_electric_traffic_lights","Stock traffic lights","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","h","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_electric_traffic_lights","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_electric_traffic_lights.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_electric_wastewater_pumps","Stock electric wastewater pumps","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","m3","","operations","0","true","PER_CAPITA","2019-01-01","2019","","","Initialized to zero.","0","","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_electric_wastewater_pumps","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_electric_wastewater_pumps.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_unregulated_biogas_use","Stock institutional other biogas use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","PRIO_MEDIUM","operations; PRIO_MEDIUM","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","3","ES; FR; GB","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_unregulated_biogas_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_unregulated_biogas_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
"stock_institutional_unregulated_biomass_use","Stock institutional other biomass use","OPERATIONS","Activity level / stock","Core baseline / abatement calculation","kwh","PRIO_MEDIUM","operations; PRIO_MEDIUM","0","true","PER_CAPITA","2020-01-01","2020","","","Initialized to zero.","3","ES; FR; GB","Replace with local data","City or local inventory","High","Defines the baseline activity or stock being acted on and therefore drives city-scale potential.","Rule-based initial assessment; expert validation required","1","institutional_unregulated_biomass_use","0","","","buildings","false","0","","Out of current M1 TEF-model scope","models/parameters/stock_institutional_unregulated_biomass_use.yaml","https://www.transitionelements.org/","TEF working repository snapshot reviewed 2026-08-25","2026-08-25","CC BY-NC-SA 4.0"
